,SMILES,Value
3785,O=C(CCN1CCCc2ccccc21)NCc1cccs1,0.646
3786,CN1CCC=C(c2nsnc2OCCCCCCN)C1,0.646
3787,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.646
3788,O=Cc1cccc2cc(C3=CN4CCC3CC4)oc12,0.648
3789,CC(=O)OC1C=C(c2ccccc2F)c2cc(Cl)ccc2NC1=S,0.649
3790,CC(=O)OC1C=C(c2ccccc2F)c2cc(Cl)ccc2NC1=S,0.649
3791,CC(O)c1cc(S(=O)(=O)N[C@H](c2n[nH]c(=O)o2)[C@H](C)c2cccc3c2CCC3)ccc1Cl,0.65
3792,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.6527999999999999
3793,Cc1cccc(C(=O)N2CCC(N3CCC(Cc4ccc(S(=O)(=O)c5cccc(Cl)c5)cc4)CC3)CC2)c1N,0.653
3794,Cc1cccc(C(=O)N2CCC(N3CCC(Cc4ccc(S(=O)(=O)c5cccc(Cl)c5)cc4)CC3)CC2)c1N,0.653
3795,Cc1ccc(Cn2nc3c4ccccc4n(Cc4ccccc4F)cc-3c2=O)c(C)c1,0.656
3796,Cc1ccc(Cn2nc3c4ccccc4n(Cc4ccccc4F)cc-3c2=O)c(C)c1,0.656
3797,Cn1cc(-c2cc(F)c(CN3Cc4ccc5nncn5c4C3=O)c(F)c2)cn1,0.656
3798,CNC(=O)Oc1cccc2c1CCC1C2CCN1CCC1CCCCC1,0.657
3799,CNC(=O)Oc1cccc2c1CCC1C2CCN1CCC1CCCCC1,0.657
3800,COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1,0.658
3801,COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1,0.658
3802,Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,0.66
3803,O=C(NC1CCN(Cc2ccncc2)CC1)C(O)(c1ccccc1)C1CCCC1,0.66
3804,Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,0.66
3805,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc3[nH]nnc3c2)c2n[nH]c(=O)o2)c1C,0.66
3806,COC(=O)c1cc(Cl)c(N)cc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1c(F)ccc(C)c1C,0.66
3807,O=C(NC1CCN(Cc2ccncc2)CC1)C(O)(c1ccccc1)C1CCCC1,0.66
3808,Cc1ccc(Cn2nc3c4ccccc4n(Cc4ccccc4F)cc-3c2=O)c(C)c1,0.66069
3809,Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,0.66069
3810,Cc1ccn(-c2ccc(CN3CC(C(=O)N[C@H]4CCCC[C@@H]4O)Oc4ccccc43)cn2)n1,0.66069
3811,C[C@@]1(C(=O)O[C@@H]2CN3CCC2CC3)COCC(c2ccccc2)(c2ccccc2)O1,0.661
3812,Cc1ccn(-c2ccc(CN3CC(C(=O)N[C@H]4CCCC[C@@H]4O)Oc4ccccc43)cn2)n1,0.661
3813,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1,0.662
3814,Cc1cc(C#Cc2ccc(-c3ccc(Cl)cc3)cn2)ccc1OCCN1CCC[C@H]1CO,0.665
3815,Cc1cc(C#Cc2ccc(-c3ccc(Cl)cc3)cn2)ccc1OCCN1CCC[C@H]1CO,0.665
3816,Cn1c(=O)c2c(ncn2CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n(C)c1=O,0.67
3817,Cn1c(=O)c2c(ncn2CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n(C)c1=O,0.67
3818,CCN1CC=C(c2ccccc2)C(C(=O)OCCCCCc2ccccc2)C1,0.67
3819,Cc1ccn(-c2ccc(CN3CC(C(=O)N[C@H]4CCCC[C@@H]4O)Oc4ccccc43)cn2)n1,0.67
3820,CCN1CC=C(c2ccccc2)C(C(=O)OCCCCCc2ccccc2)C1,0.67
3821,COc1ccc(CCC(=O)OCC2(c3ccccc3)CCN(C)CC2)cc1,0.67
3822,COc1ccc(CCC(=O)OCC2(c3ccccc3)CCN(C)CC2)cc1,0.67
3823,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.675
3824,C[N+](C)(C)C[C@@H]1CO[C@H](c2ccccc2)C(c2ccccc2)(c2ccccc2)O1,0.676
3825,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,0.676
3826,C=Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.676
3827,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,0.67608
3828,C[N+](C)(C)C[C@@H]1CO[C@H](c2ccccc2)C(c2ccccc2)(c2ccccc2)O1,0.67608
3829,C=Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.67608
3830,Cn1cc(-c2ccc(CN3Cc4ccc5ncnn5c4C3=O)c(F)c2)cn1,0.677
3831,O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2ccnc(Cl)c2)c2cccc(F)c12,0.681
3832,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.681
3833,O=C(N[C@@H]1CCC[C@H]1O)C1=CN(Cc2cccc(F)c2F)c2cccc(F)c2O1,0.686
3834,Cn1cc2c(-c3ccc(CN4Cc5ccc6nncn6c5C4=O)c(F)c3)cccc2n1,0.688
3835,Cc1cc(N2CCN(C(=O)C3CN(S(=O)(=O)c4cccc5cnccc45)C3)CC2)cc(C)n1,0.69
3836,COc1ccc(CCN(C(=O)OC2CCCN(C)C2)c2ccccc2)cc1,0.69
3837,CCCCCCOc1nccnc1O[C@H]1CN2CCC1C2,0.69
3838,CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)N1CCCCC1,0.69
3839,COc1ccc(CCN(C(=O)OC2CCCN(C)C2)c2ccccc2)cc1,0.69
3840,CCCCCCOc1nccnc1O[C@H]1CN2CCC1C2,0.69
3841,CCOC(=O)N1C[C@@H]2CC[C@@H](C1)C2NCCNC(=O)N1CCCCC1,0.69
3842,O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccncc2)CC1,0.69
3843,Cc1cc(N2CCN(C(=O)C3CN(S(=O)(=O)c4cccc5cnccc45)C3)CC2)cc(C)n1,0.69
3844,O=C(Nc1ncccc1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.6918300000000001
3845,Cc1cc(N2CCN(C(=O)C3CN(S(=O)(=O)c4cccc5cnccc45)C3)CC2)cc(C)n1,0.6918300000000001
3846,O=C(Nc1ncccc1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.692
3847,COc1cccc(CN2C=C(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)c1,0.699
3848,COc1cc(Cl)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1cccc2c1CC(C)C2,0.7
3849,C=Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.7
3850,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.702
3851,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0.707
3852,O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccn3)nc2)c2ccccc2O1,0.7079500000000001
3853,CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)OCc1ccccc1,0.7079500000000001
3854,O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccn3)nc2)c2ccccc2O1,0.708
3855,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,0.71
3856,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,0.71
3857,O=C(Nc1ncccc1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.71
3858,C1=C(c2ccsc2)C2CCN1CC2,0.71
3859,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cccc3[nH]ccc23)c2n[nH]c(=O)o2)c1C,0.71
3860,N#Cc1coc(C2=CN3CCC2CC3)c1,0.71
3861,C1=C(c2ccsc2)C2CCN1CC2,0.71
3862,CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,0.72
3863,CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,0.72
3864,COCCc1noc(C2=CCCN(C)C2)n1,0.72
3865,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,0.72
3866,COc1ccc(-c2cc(S(=O)(=O)N[C@H](c3n[nH]c(=O)o3)[C@H](C)c3c(F)ccc(C)c3C)ccc2Cl)cc1,0.72
3867,NCCN1CCN(C(=O)CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.724
3868,NCCN1CCN(C(=O)CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.7244400000000001
3869,C1=C(c2cc(-c3ccccc3)co2)C2CCN1CC2,0.73
3870,COc1cc(N)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1cccc2c1CCC2,0.73
3871,CN(C)CCON=C(C=Cc1ccc(O)cc1)c1ccccc1F,0.7327
3872,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCC[N+](C)(C)Cc2ccc3ccccc3c2)cc1,0.7343999999999999
3873,COc1ccc(CN(C(=O)OC2CC3CCC(C2)N3C)c2ccccc2)cc1,0.7343999999999999
3874,COc1ccc(CN(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1,0.7343999999999999
3875,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCC[N+](C)(C)Cc2ccc3ccccc3c2)cc1,0.7343999999999999
3876,Cn1cc2c(-c3cc(F)c(CN4Cc5cnn(CCN6CCCC6)c5C4=O)c(F)c3)cccc2n1,0.739
3877,Cn1cc2c(-c3cc(F)c(CN4Cc5cnn(CCN6CCCC6)c5C4=O)c(F)c3)cccc2n1,0.739
3878,CNCCc1cccc(OC)c1,0.74
3879,O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nccc23)C1)N1CCN(c2ccncc2)CC1,0.74
3880,CNCCc1cccc(OC)c1,0.74
3881,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc3c(c2)CC(=O)N3)c2n[nH]c(=O)o2)c1C,0.74
3882,Cc1cccc(F)c1[C@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1,0.74
3883,O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nccc23)C1)N1CCN(c2ccncc2)CC1,0.74
3884,NCc1ccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)cc1,0.74
3885,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,0.74
3886,NCc1ccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)cc1,0.74
3887,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccccc3)C2)n1C,0.741
3888,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,0.741
3889,CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.7413099999999999
3890,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccccc3)C2)n1C,0.7413099999999999
3891,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,0.7413099999999999
3892,O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nccc23)C1)N1CCN(c2ccncc2)CC1,0.7413099999999999
3893,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,0.742
3894,O=C1c2c(ccc3nncn23)CN1Cc1c(F)cc(-c2ccc3ncccc3c2)cc1F,0.743
3895,CCN1CC=C(c2ccccc2)C(C(=O)OCCCCc2ccccc2)C1,0.743
3896,CCN1CC=C(c2ccccc2)C(C(=O)OCCCCc2ccccc2)C1,0.7431
3897,O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2cnn(CCF)c2)c2cccc(F)c12,0.744
3898,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.7487
3899,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCC[N+](C)(C)Cc2ccc(Cl)cc2)cc1,0.7565
3900,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCC[N+](C)(C)Cc2ccc(Cl)cc2)cc1,0.7565
3901,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](CCCNC(=N)N)NCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.75858
3902,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CO)C(=O)OCc1ccccc1,0.75858
3903,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](CCCNC(=N)N)NCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.759
3904,COc1ccc(CCOC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,0.76
3905,COc1ccc(CCOC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,0.76
3906,CN(C)CCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,0.76
3907,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cccc3c2CCNC3)c2n[nH]c(=O)o2)c1C,0.76
3908,CN(C)CCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,0.76
3909,CN1[C@@H]2CC[C@H]1C[C@@H](CC(CNS(=O)(=O)c1ccccc1)(c1ccccc1)c1ccccc1)C2,0.77
3910,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1OC,0.77
3911,COc1ccc(CCN(C(=O)OC2CCN(C)CC2)c2ccccc2)cc1OC,0.77
3912,C[C@H](c1cccc2c1CCCC2)[C@H](NS(=O)(=O)c1ccc(Cl)cn1)c1n[nH]c(=O)o1,0.77
3913,COc1ccc(CCN(C(=O)OC2CCN(C)CC2)c2ccccc2)cc1OC,0.77
3914,CN1[C@@H]2CC[C@@H]1CC(CC(CNS(=O)(=O)c1ccccc1)(c1ccccc1)c1ccccc1)C2,0.77
3915,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1OC,0.77
3916,CC(=O)OCC[N+](C)(C)C,0.77
3917,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.771
3918,Cc1ccccc1Cn1nc2c3ccccc3n(Cc3ccccc3)cc-2c1=O,0.776
3919,Cc1ccccc1Cn1nc2c3ccccc3n(Cc3ccccc3)cc-2c1=O,0.77625
3920,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.777
3921,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.777
3922,CN1CCC=C(c2ccon2)C1,0.78
3923,O=C(OCCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,0.78
3924,O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccn3)nc2)c2ccccc2O1,0.78
3925,O=C(OCCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,0.78
3926,CN1CCC=C(c2ccon2)C1,0.78
3927,O=C(OC1CC2CCCC1N2)c1ccc([N+](=O)[O-])cc1,0.78
3928,Cc1ccccc1Cn1nc2c3ccccc3n(Cc3ccccc3)cc-2c1=O,0.783
3929,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,0.79
3930,C[C@@H]1OC(=O)[C@H]2C=C3CCCC[C@@H]3[C@@H]([C@@H]3CC4CCC(C)(C)[N+]4(C)O3)[C@@H]12,0.79
3931,O=C(OCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,0.79
3932,Cc1ccc(F)c([C@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2C(N)=O)c2n[nH]c(=O)o2)c1C,0.79
3933,O=C(OCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,0.79
3934,Cc1cccc([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3c2OCC=C3)c2n[nH]c(=O)o2)c1C,0.79
3935,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cc3c(cc2C(=O)O)OCCO3)c2n[nH]c(=O)o2)c1C,0.79
3936,C[C@@H]1OC(=O)[C@H]2C=C3CCCC[C@@H]3[C@@H]([C@@H]3CC4CCC(C)(C)[N+]4(C)O3)[C@@H]12,0.79
3937,O=C(N[C@H]1CCCC[C@@H]1CO)c1cn(Cc2ccc(F)cc2)c2cccnc12,0.794
3938,O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.794
3939,O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2cccc(C(F)(F)F)c2)c2cccnc12,0.794
3940,C[C@H]1CCCC[C@@H]1NC(=O)c1cn(Cc2ccc(F)cc2)c2cccnc12,0.794
3941,Cc1ccc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c3ncccc32)nc1,0.794
3942,O=C(N[C@H]1CCC[C@@H]1O)c1cn(Cc2ccc(F)cc2)c2cccnc12,0.794
3943,CC1(C)CC(CNC(=O)c2ccccc2-c2nc(Cl)cs2)CC(C)(C)N1,0.7943300000000001
3944,CC1(C)CC(CNC(=O)c2ccccc2-c2nc(Cl)cs2)CC(C)(C)N1,0.7943300000000001
3945,O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.7943300000000001
3946,OC(CCCN1CCC(C2CCN(CCCC(O)(c3ccccc3)c3ccccc3)CC2)CC1)(c1ccccc1)c1ccccc1,0.7943300000000001
3947,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(O)c3)C2)cc1,0.7943300000000001
3948,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(O)c3)C2)cc1,0.7943300000000001
3949,Clc1cc(CO/N=C/C2CN3CCC2CC3)on1,0.795
3950,Clc1cc(CO/N=C/C2CN3CCC2CC3)on1,0.795
3951,C[C@H](c1cccc2c1Cc1ccccc1-2)[C@H](NS(=O)(=O)c1ccc(Br)cn1)c1n[nH]c(=O)o1,0.8
3952,CC(C)NC(=O)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,0.8
3953,O=C(Nc1ccccc1)c1ccoc1C1=CN2CCC1CC2,0.8
3954,CC(C)NC(=O)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,0.8
3955,CC(C)(C)OC(=O)Nc1ccc(-c2cc(/C=C3/CN4CCC3CC4)on2)cc1,0.806
3956,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C=C3CN4CCC3CC4)on2)cc1,0.806
3957,COc1ccc(COc2ccc(-c3cc(/C=C4\CN5CCC4CC5)on3)cc2)cc1,0.809
3958,COc1ccc(COc2ccc(-c3cc(/C=C4\CN5CCC4CC5)on3)cc2)cc1,0.809
3959,OC1(c2cc3ccccc3o2)CN2CCC1CC2,0.81
3960,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccc([N+](=O)[O-])cc2)C1,0.81
3961,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)c2n[nH]c(=O)o2)c1C,0.81
3962,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccc(F)c(F)c1)C2,0.81
3963,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccc([N+](=O)[O-])cc2)C1,0.81
3964,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccc(F)c(F)c1)C2,0.81
3965,COC(=O)c1ccc(C2=CN3CCC2CC3)o1,0.81
3966,OC1(c2cc3ccccc3o2)CN2CCC1CC2,0.81
3967,CCN1C(CCC2[C@H]3[C@H](C)OC(=O)[C@H]3C[C@H]3CCCC[C@H]23)CCC1(C)C,0.811
3968,CCN1C(CCC2[C@H]3[C@H](C)OC(=O)[C@H]3C[C@H]3CCCC[C@H]23)CCC1(C)C,0.811
3969,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1ccc(Br)cc1)c1ccccc1)C2,0.8128
3970,CN1C2CCC1CC(OC(=O)N(Cc1ccc(Br)cc1)c1ccccc1)C2,0.8128
3971,COc1ccc(Cn2cc3c(=O)n(Cc4ccc(C)cc4C)nc-3c3ccccc32)cc1,0.81283
3972,Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.81283
3973,Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.813
3974,COc1ccc(Cn2cc3c(=O)n(Cc4ccc(C)cc4C)nc-3c3ccccc32)cc1,0.813
3975,O=C1CCON1CC#CCN1CCCCC1,0.819
3976,O=C1CCON1CC#CCN1CCCCC1,0.819
3977,C#CCO[C@H]1CN2CCC1CC2,0.82
3978,CCN1CCN(c2ccc(NC(=O)c3ccccc3OC)cc2Cl)CC1,0.82
3979,OC1(c2csc3ccccc23)CN2CCC1CC2,0.82
3980,OC1(c2csc3ccccc23)CN2CCC1CC2,0.82
3981,CCN1CCN(c2ccc(NC(=O)c3ccccc3OC)cc2Cl)CC1,0.82
3982,C#CCO[C@H]1CN2CCC1CC2,0.82
3983,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)c2n[nH]c(=O)o2)c1C,0.82
3984,COc1ccc(Cn2cc3c(=O)n(Cc4ccc(C)cc4C)nc-3c3ccccc32)cc1,0.821
3985,COc1ccc(Cn2cc(C(=O)O)c(=O)c3ccccc32)cc1,0.823
3986,O=C(N[C@H]1CCCC[C@@H]1O)C1=CN(Cc2ccccc2F)c2c(F)cccc2O1,0.828
3987,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)c2n[nH]c(=O)o2)c1C,0.83
3988,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccc(F)cc1)C2,0.83
3989,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccc(F)cc1)C2,0.83
3990,O=C(C1CN(S(=O)(=O)c2ccc3c(c2)OCO3)C1)N1CCN(c2ccncc2)CC1,0.83
3991,COC(=O)c1cc(S(=O)(=O)N[C@H](c2n[nH]c(=S)o2)[C@H](C)c2cccc3c2CCC3)ccc1Cl,0.83
3992,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,0.8317599999999999
3993,O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2Cl)C1)N1CCN(c2ccncc2)CC1,0.8317599999999999
3994,O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2Cl)C1)N1CCN(c2ccncc2)CC1,0.8317599999999999
3995,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0.8317599999999999
3996,C[N+](C)(C)C[C@@H]1CO[C@@H](C(c2ccccc2)c2ccccc2)CO1,0.8317599999999999
3997,CC(=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NCCN1CCN(C(=O)CCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.8317599999999999
3998,C[N+](C)(C)C[C@@H]1CO[C@@H](C(c2ccccc2)c2ccccc2)CO1,0.832
3999,CC(=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NCCN1CCN(C(=O)CCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.832
4000,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,0.832
4001,COc1ccc(CN/C(C)=N/c2ccc3c(c2)[C@@H](NC(=O)c2ccc(Br)cc2)[C@H](O)C3)cc1,0.837
4002,COc1ccc(CN/C(C)=N/c2ccc3c(c2)[C@@H](NC(=O)c2ccc(Br)cc2)[C@H](O)C3)cc1,0.837
4003,COc1cc(Cl)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1c(F)ccc(C#N)c1C,0.84
4004,COc1cc(Cl)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)C(O)c1c(F)ccc(C)c1C,0.84
4005,CCc1c(C)cccc1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1OC)c1n[nH]c(=O)o1,0.84
4006,COc1cc(Cl)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1cccc(C)c1C(C)C,0.84
4007,C[C@H](c1cccc2ccccc12)[C@H](NS(=O)(=O)c1ccc(Cl)cc1Cl)c1n[nH]c(=O)o1,0.84
4008,O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2Cl)C1)N1CCN(c2ccncc2)CC1,0.84
4009,CCN(CC)CCOCCN(C)CC1(c2ccccc2)CCCC1,0.843
4010,CCN(CC)CCOCCN(C)CC1(c2ccccc2)CCCC1,0.843
4011,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccc(C#N)cc1)c1ccccc1)C2,0.8473999999999999
4012,CN1C2CCC1CC(OC(=O)N(Cc1ccc(C#N)cc1)c1ccccc1)C2,0.8473999999999999
4013,C[C@H](c1cccc2c1-c1ccccc1C2)[C@H](NS(=O)(=O)c1ccc(Br)cn1)c1n[nH]c(=O)o1,0.85
4014,C[C@H](c1cccc2c1CCCC2)[C@H](NS(=O)(=O)c1ccc(N)cc1)c1n[nH]c(=O)o1,0.85
4015,Cc1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,0.85
4016,Cn1cc(-c2ccc(CN3Cc4ccc5nncn5c4C3=O)c(F)c2)cn1,0.856
4017,O=C1c2c(ccc3nccn23)CN1Cc1c(F)cc(-c2ccc3ncccc3c2)cc1F,0.857
4018,C[C@@H]1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@H]23)CCN1,0.857
