SMILES,Type,Relation,Value
COc1cccc(CN(C(=O)O[C@@H]2C[C@H]3CC[C@@H](C2)[N+]3(C)C)c2ccccc2)c1.[Br-],IC50,'=',611.8
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,,
COc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,IC50,,
Cc1cc(O)cc(C)c1Cl,IC50,,
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,IC50,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,,
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,IC50,,
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,IC50,,
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,IC50,,
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,IC50,,
CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,,
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,IC50,,
O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3C12c1ccc(Cl)cc1,IC50,'>',30000
CC(=O)OCC[N+](C)(C)C,IC50,'=',134.9
CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H]1C[N+]2(CCCOc3ccc(-c4ccccc4)cc3)CCC1CC2.[Cl-],IC50,'=',281.4
O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1.[Br-],IC50,'=',53.8
O=C(N[C@H]1CN2CCC1CC2)C(O)(c1cccs1)c1cccs1,IC50,'=',0.9
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',1100
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC[N+](C)(C)Cc2ccc(Cl)cc2)cc1,IC50,'=',1429.2
Brc1cc(CO/N=C2\CN3CCC2C3)on1.Cl,IC50,'=',48800
COc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1N2,IC50,'=',39
CCOC(=O)c1c[nH]c2ccc3c(c12)CN1CCc2cc(OC)c(OC)cc2C1O3,IC50,'=',8221.3
COC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2ccccc2C1O3,IC50,'=',7121.2
CCN1CCC(c2ccccc2)=C(C(=O)OC)C1.O=C(O)C(=O)O,IC50,'=',2308.4
CCN1CCC(c2ccccc2)=C(C(=O)OCCCCc2ccccc2)C1.O=C(O)C(=O)O,IC50,'=',69.4
C#C/C(C)=C/CO/N=C1\CN2CCC1C2,IC50,'=',2590
CC1CCN(CCOc2ccc(C#Cc3ccc(-c4ccc(Cl)cc4)cn3)cc2)CC1,IC50,'=',2210
CC#CCO/N=C1\CN2CCC1C2,IC50,'=',5810
Cl.Clc1cc(CO/N=C2\CN3CCC2CC3)on1,IC50,'=',57
Cc1ccc2nc(O)n(C3CCN(Cc4cc5c(cc4Cl)OCO5)CC3)c2c1,IC50,'=',556
O=C(C(Cc1ccccc1)c1ccccc1)N1CC[C@H]2CCCN2CC1,IC50,'=',2137.96
O=C(C#Cc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,IC50,'=',225
COC(=O)C1=CCCN(C)C1,IC50,'=',115
CCOC(=O)C1=C(C)[N+](C)(C)c2ccc3c(c21)CN1CCc2cc(OC)ccc2C1O3.[I-],IC50,'=',24.5
CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,IC50,'=',6558.7
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,IC50,,
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,IC50,,
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],IC50,'=',35
,,,
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCC[N+](C)(C)Cc2ccc3ccccc3c2)cc1,IC50,'=',734.4
CC[N+](CC)(CCNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Nc1ccc(C(=O)OC(C)C)cc1)Cc1ccc(Cl)cc1,IC50,'=',584.3
CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,IC50,'=',50
CN(CCCc1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(CN2CCCCC2)cc1,IC50,'=',419
COc1ccc(-c2ccc(CCCNc3ccc(CN4CCCC4)cc3)nn2)cc1,IC50,'=',1860
COc1ccc(-c2ccc(CCCNc3ccc(CN(C)C)cc3)nn2)cc1,IC50,'=',1030
CC(=O)N1CCN(Cc2ccc(CCNC(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2)CC1,IC50,'=',877
COc1cc2c(cc1OC)C1Oc3ccc4[nH]c(C)cc4c3CN1CC2,IC50,'=',32653.5
CN(C)CCOC(=O)C(Cc1ccccc1)c1ccccc1,IC50,'=',138.04
CC1CN(C(=O)C(Cc2ccccc2)c2ccccc2)CCN1C,IC50,'=',104.71
,,,
O=C(C(Cc1ccccc1)c1ccccc1)N1CC[C@H]2CCCN2CC1,IC50,'=',370
CC1CCN(C)CCN1C(=O)C(Cc1ccccc1)c1ccccc1,IC50,'>',10000
CC(C)CN1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1,IC50,'>',10000
,,,
CC1CN(C(=O)C(Cc2ccccc2)c2ccccc2)CCN1C,IC50,'=',100
CN1CCN(C(=O)C(F)(Cc2ccccc2)c2ccccc2)CC1,IC50,'=',29
CN1CCC=C(c2nsnc2OCC#Cc2ccccc2)C1,IC50,'=',37.15
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(C)(=O)=O)cc32)CC1,IC50,'=',1000
C1CC(O/N=C2\CN3CCC2C3)C1,IC50,'=',1110
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,IC50,,
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,IC50,,
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,IC50,,
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,IC50,,
C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O.[K+].[K+],IC50,,
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,IC50,,
C[N+](C)(CC#CCOC1=NOCC1)CCCCCCCCCC[N+](C)(C)CC#CCOC1=NOCC1.[Br-].[Br-],IC50,'=',13.8
C[N+](C)(CC#CCOC1=NOCC1)Cc1cc(F)c(/N=N\c2c(F)cc(C[N+](C)(C)CC#CCOC3=NOCC3)cc2F)c(F)c1.[Br-].[Br-],IC50,'=',5.012
CCN(CC)C(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1,IC50,'>',3162.28
O=C(Nc1ccc(C(=O)OCC2CC2)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CCN(Cc2ccc(O)cc2)C1,IC50,'=',1000
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)C2)cc1,IC50,'=',1000
O=C(CCNS(=O)(=O)c1c(Cl)ccc2nonc12)N1CCN(c2ccc(Br)cn2)CC1,IC50,'>',10000
O=C(O[C@H]1CN2CCC1CC2)N(Cc1cccs1)c1ccccc1,IC50,'=',0.4
Cl.O=C(Nc1ccccc1-c1ccccc1)OC12CCN(CC1)CC2,IC50,'=',3
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,,
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,IC50,,
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,,
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,IC50,,
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,,
C[N+](C)(C)C[C@H](O)CC(=O)[O-],IC50,,
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,,
CNC1(c2ccccc2Cl)CCCCC1=O,IC50,,
NC(=O)c1cccc(N)c1,IC50,,
CCN1CCC(c2ccccc2)=C(C(=O)OCC(C)C)C1.O=C(O)C(=O)O,IC50,'=',120.5
CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(Oc4ccccc4)ccc2C1O3,IC50,'=',1959.3
CCCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,IC50,'=',1961.9
CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2)C1.O=C(O)C(=O)O,IC50,'=',9.6
CCN1CC[C@@H](c2ccccc2)[C@H](C(=O)OC2CCCCC2)C1.O=C(O)C(=O)O,IC50,'=',913.1
O=C(CCNS(=O)(=O)c1cccc2ccccc12)N1CCN(c2ccc(Br)cn2)CC1,IC50,'>',10000
CCCCOc1nsnc1C1=CCCN(C)C1,IC50,'=',77624.71
CN1CCC=C(c2nsnc2OCCCCc2ccccc2)C1,IC50,'=',9120.11
CCOC(=O)c1ccc(NC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H]2CCN(Cc3ccc(O)cc3)C2)cc1,IC50,'=',19952.62
O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ncc(Cl)cn2)CC1,IC50,'>',10000
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,IC50,'=',119
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,IC50,,
CCCC(CCC)C(=O)O,IC50,,
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,,
,,,
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,IC50,,
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,IC50,,
CC(C)NC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1,IC50,'>',3162.28
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(OC)c(OC)c2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1.[I-],IC50,'=',630.96
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,IC50,'>',10000
COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCCNCC4)n3CC=C(C)C)n(C)c2=O)c1,IC50,'>',10000
CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,IC50,'>',10000
CN1CCC=C(c2nsnc2OCCCCn2cccc2)C1,IC50,'=',218.78
CCN1CC=C(c2ccccc2)C(C(=O)OC2CCCCC2)C1.O=C(O)C(=O)O,IC50,'=',16.9
Oc1cccc2cccnc12,IC50,,
,IC50,,
Cl.Clc1cc(CO/N=C2\CN3CCC2C3)on1,IC50,'=',23
O=C1CCCN1CC#CCN1CCCC1,IC50,'=',364
CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,IC50,,
Cc1nn(C)c(C)c1S(=O)(=O)N1CCC2(CC1)OCCS2,IC50,'>',10000
O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc1ccsc1)c1ccccc1.[Br-],IC50,'=',2
CC(C)O/N=C1\CN2CCC1C2,IC50,'=',2610
COc1ccc(COc2ccc(-c3cc(/C=C4\CN5CCC4C5)on3)cc2OCc2ccc(OC)cc2)cc1,IC50,'=',114
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O.O=C(O)/C=C/C(=O)O,IC50,'=',46
CCCC#CCO/N=C1\CN2CCC1C2,IC50,'=',9640
CCCCOC(=O)C1CN(CC)CC=C1c1ccccc1.O=C(O)C(=O)O,IC50,'=',76.8
COc1cc(CO/N=C/C2CN3CCC2C3)on1.Cl,IC50,'=',287
Brc1cc(CO/N=C2\CN3CCC2CC3)on1.Cl,IC50,'=',72
O=C(c1ccc(F)cc1)N1CCN2C(=O)c3ccccc3C12c1ccccc1,IC50,'>',30000
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,IC50,'>',1000
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,IC50,,
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,IC50,,
OCCO,IC50,,
,,,
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,IC50,,
C#CCC#CCO/N=C1\CN2CCC1C2,IC50,'=',10010
COCC#CCO/N=C1\CN2CCC1C2,IC50,'=',42400
O=C(O)c1cccnc1,IC50,,
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,IC50,,
O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,,
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,IC50,'=',16
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,IC50,,
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,'=',4736.4
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,,
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccc(C#N)cc1)c1ccsc1)C2,IC50,'=',75.8
Cc1ccoc1CN(C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1,IC50,'=',349.2
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1cccc(C#N)c1)c1ccsc1)C2.[Br-],IC50,'=',55.6
COc1ccc(CN(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)[N+]3(C)C)c2ccccc2)cc1.[Br-],IC50,'=',86
CN1CCC=C(c2nsnc2OCCO)C1,IC50,'=',1071.52
CN1CCC=C(c2nsnc2OCCCCn2ccnc2)C1,IC50,'=',2290.87
O=C(O[C@H]1CN2CCC1CC2)C1(O)c2ccccc2-c2ccccc21,IC50,'=',0.26
O=C(O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],IC50,'=',0.29
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C1(O)c2ccccc2Oc2ccccc21.[Br-],IC50,'=',0.23
CCN1CCC(c2ccccc2)=C(C(=O)OCCCCCc2ccccc2)C1.O=C(O)C(=O)O,IC50,'=',316.7
O=S(=O)(NCCCN1CCN(c2ccncc2)CC1)c1cccc2nsnc12,IC50,'>',10000
Cc1cccc(C)c1OCC(C)N,IC50,,
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,IC50,,
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,IC50,,
O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],IC50,,
Brc1cc(CO/N=C/C2CN3CCC2C3)on1.Cl,IC50,'=',385
COC(=O)c1ccc(O)cc1,IC50,,
O=C/C=C/c1ccccc1,IC50,,
C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12.[Br-],IC50,'=',1.334
CCN(CC)CCNC(=O)c1ccc(N)cc1,IC50,,
Nc1nc2ccc(OC(F)(F)F)cc2s1,IC50,,
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,IC50,,
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,IC50,,
,,,
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,IC50,'=',29
COc1ccc(COc2ccc(-c3cc(/C=C4/CN5CCC4CC5)on3)cc2OCc2ccc(OC)cc2)cc1,IC50,'=',247
N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,IC50,,
CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CCN(Cc2ccc(F)cc2)C[C@H]1C,IC50,'>',1000
CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,IC50,'=',400
O=c1ccc2ccccc2o1,IC50,,
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,IC50,,
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,IC50,,
CC(C)=CCO/N=C1\CN2CCC1C2,IC50,'=',216
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(OC)cc1)c(=O)n2C,IC50,'=',518
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,'=',5500
CCc1ccc(Oc2cc(N3CCC(C(=O)N4CCc5ccccc5C4)CC3)ncn2)cc1,IC50,'<',1500
O=C(C1CCN(c2cc(Oc3ccc(F)cc3F)ncn2)CC1)N1CCc2ccccc2C1,IC50,'=',250
O=C(C1CCN(c2cc(Oc3ccc(F)cc3F)ncn2)CC1)N1Cc2ccccc2C1,IC50,'=',540
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,IC50,,
CC(C)(C)OC(=O)Nc1ccc(-c2cc(/C=C3/CN4CCC3CC4)on2)cc1,IC50,'=',806
Cc1c(O)c(=O)ccn1C,IC50,,
NC(=O)NC(=O)Cc1ccccc1,IC50,,
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,IC50,'=',1489
CCCNC(C)C(=O)Nc1ccccc1C,IC50,,
CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,IC50,'>',48500
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,IC50,,
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,IC50,,
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,IC50,,
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,IC50,,
CC(=N)S,IC50,,
CCOC(=O)C1CN(CC)CC=C1c1ccccc1.O=C(O)C(=O)O,IC50,'=',2220.1
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,IC50,,
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,IC50,,
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,IC50,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,
O=C(O)P(=O)(O)O,IC50,,
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,IC50,,
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IC50,,
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,IC50,,
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,IC50,,
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,IC50,,
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,IC50,,
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,IC50,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,IC50,'=',1288.2
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,IC50,,
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,IC50,,
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N,IC50,,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,,
COc1ccc(CN2CCNCC2)c(OC)c1OC,IC50,,
Cl.N#Cc1cc(CO/N=C2\CN3CCC2C3)on1,IC50,'=',82
Nc1noc(C2CN3CCC2C3)n1,IC50,'=',400
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,IC50,'=',490
,IC50,,
CN(C)CCOC(c1ccccc1)c1ccccc1,IC50,'=',346
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H]2CCN(Cc3ccc(O)cc3)C2)cc1,IC50,'=',3981.07
N#Cc1ccc(N2CC3CCC2CN3C(=O)CCS(=O)(=O)c2cccc3ncsc23)nc1,IC50,'=',25
Cc1cc(F)cnc1N1CCN(C(=O)CCCc2cccc3nc(N)sc23)[C@@H](C)C1,IC50,'=',190
O=C(CCCc1cccc2ncccc12)N1CCN(c2ccncc2)CC1,IC50,'=',24
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',2829
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,IC50,,
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,,
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,IC50,'=',6
C[N+](C)(C)CCOC(N)=O.[Cl-],IC50,'=',124830
CC(C)(C)O/N=C1\CN2CCC1C2,IC50,'=',3840
COc1ccc2c(c1)CCN1Cc3c(ccc4[nH]c(C)c(C(=O)OC(C)C)c34)OC21,IC50,'=',4058
CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2ccc(OC)cc2C1O3,IC50,'=',9017.8
Fc1cc(F)c(F)c(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,IC50,'>',10000
Cl.N#Cc1cc(CO/N=C/C2CN3CCC2C3)on1,IC50,'=',1860
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,IC50,'=',21
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,IC50,,
CCCCN(C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)c1ccccc1.[Br-],IC50,'=',33.3
CCCCN(C(=O)O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)c1ccccc1.[Br-],IC50,'=',2.5
O=C1CCc2ccccc2N1CCCN1CCC(CCCCCO)CC1,IC50,'=',10000
CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,IC50,'=',21.88
O=C1CCc2ccccc2N1CCCN1CCC(CCCCCO)CC1,IC50,'=',28.84
CNC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1,IC50,'>',3162.28
O=C1CCCN1CC#CCN1CCCC1,IC50,'=',9000
O=C(O)c1ccccc1,IC50,,
CC(O)COC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8COCC(C)O)O[C@@H]7COCC(C)O)O[C@@H]6COCC(C)O)O[C@@H]5COCC(C)O)O[C@@H]4COCC(C)O)O[C@@H]3COCC(C)O,IC50,,
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,IC50,,
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,IC50,,
C=CCc1ccc(O)c(OC)c1,IC50,,
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,IC50,,
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,IC50,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,IC50,,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,IC50,,
NNC(=O)c1ccncc1,IC50,,
Cc1ncc([N+](=O)[O-])n1CCO,IC50,,
Cn1ccnc1S,IC50,,
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,IC50,,
NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,IC50,,
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,IC50,,
Nc1nc2[nH]cnc2c(=S)[nH]1,IC50,,
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,IC50,,
